text,label
마지막 수성 한타때 테디 왜 딜러가 혼자 앞에서 처나대다 뒤져서 한타 제대로 해보지도못하고 말아먹냐 벌레인줄ㅋㅋ,0
티원 경기 억까들 노잼으로  억까질 이기면  바퀴벌레 마냥 쏙들어감어쩌다 지면  바퀴들 잔치나는듯 ㄹㅇ ㅋㅋ 누가보면 플레이오프 진출 못한듯,0
페이커퇴물된거 슬프네,0
진짜 경기보는 내내 역겨웟다,0
똥1,0
"라이너들 수퍼 캐리 아니면 답도 없는 팀이 T1, 커즈 얘는 정말 미티어스, 위글리 같은 북미 쓰레기 정들들보다 못하고, 정글에 가려 있어서 그렇지 에포트 얘도 못하긴 매한가지.게임에 쓰레쉬 있는 줄도 몰랐네.",0
우리 미드까일때만 엄근진 클린팬문화~ 우욱씹,0
이건 실수가 아니라 실력임 ㄹㅇ ㅁㄷㅊㅇ ㅅㅍㅊㅇ 지리네;; 실버 수준임;; 레오느 erq 다 못 맞추고 점멸 쓰고 죽노 ;; 4:5 한타한 거랑 똑같네 그래서 담판 마타 나온 거 에포트 진짜 심각하다;,0
Lck 퇴물리그누,0
상혁이 퇴물 된지 오래고  스크트에서 광고용으로 대리고 있는거 모르는 사람 이씀?? 내년 까지는 대리고 있을걸? 내년에 지면 짤없을듯??,0
골레기라서 몰라서 그러는데 왜 서폿을 자꾸 레오나같은 똥챔을 쥐어주는거임?  아무리 봐도 그냥 쓰레기 챔같아보이는데; 벤픽 준비 하나도 안되있는것처럼 보일정도,0
은퇴하고  아프리카방송이나해라 퇴물커,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋdrx 담원이랑 걸렸던데 3대떡 ㅈ발리고 걍 귀국이나해라,0
ㅈㄴ못하네 ㅋㅋㅋ,0
니코는 왜 한거냐 진짜 극혐으로 별로.  카사딘이나 에코를 하던가,0
슼팬이 아니라 악성 페빠들만 가득해서  페이커 못했다는 말만 꺼내도 개거품 무는 중,0
"느그혁ㅋㅋㅋ""우리가 더잘해""자만심땜에 진거다",0
G2 스킨 나와도 안살꺼임 ㅗㅗ,0
1:10 저렇게 쳐씹는거  웰케 꼴보기 싫냐 ( •᷄⌓•᷅ ),0
주둥이 때리고 싶게 생겼네..얼굴이 아니라 입이..,0
아휴 더러워서... 좀먹어라 제발좀 답답해 죽것쓰까 정말,0
와 진짜 ㅈㄴ소름 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저렇게 티 다 내놓고 먹뱉 안한다 ㅇㅈㄹ,0
먹는입이 더럽고 추하다  징그럽고 더러워보여,0
아구지 째고싶다 그냥 입에 처넣지도 못하고 흘리게,0
육회 그 비산거 그냥 먹지 문복희 영상보면 거의 다 먹뱉이야;;;;  웃으면서 잘 먹다가 먹뱉 존나 역겹네,0
ㅋㅋㅋㅋ다 먹고 뱉어 놓고는 마지막에 음식 어디갔지 하고 두리번 거리는거;; 임포스터 되서 목가지 따버리고 싶ㄴ;;,0
영탁이 잘마시고있는데 왜? 핸드폰들때마다 나옴 ㅜ술맛안나게...짜증나네..이건 짜증남을 넘어섯음...저 혓바닥굴리는거 진저리남 !!아 그런돈쓰고 즐기고싶은가!  그런돈쓰고싶은가? 글고 맨날 비싼거 드시면서ㅋㅋㅋ 아깝지도않고 못먹어서 부러워하는사람들한테 미안한감정도 없나! 혓바닥 몇십번씹엇것어ㅋㅋ에휴 ㅜ,0
다 괜찮은데 이 보일때마다 역겨웠는데이유가 있었네 이러고 살지마라,0
솔직히 난 얘 뭔가 가식일거 같은 느낌이 들긴했는데혹시나에서 역시나네미친 나가리녀 어이존나없다ㅋㅋㅋ,0
왜케 쩝쩝대면서 쳐먹는걸 좋다고 밥먹으면서 보고앉아있는거임? 소름엄청돋는데 님들 식당에서 밥먹을때 옆테이블에서 쫩쫩거리면 죽탱이 쳐날리면서 입좀 쳐 다물고 먹으라고 하고싶지않음? 집안에서도 어른들앞에서 입쳐열고 쫙쫙쳐먹으면 싸대기 쳐맞는데 기본예의범주아님 이거?,0
너무나 추하고 역겨운 사람..,0
와 ㅈㄴ무시무시한ㄴ이다,0
먹뱉희 또 시작해ㅋ,0
젊은년 사기판에 잘들 놀아 났구나 ㅋㅋㅋ,0
"편집이든 먹뱉이든 애초에 ㅈㄴ게 해쳐먹은 뒷광고에다 여태껏 가식 넘쳐나는 모습으로 잘, 많이 먹는 척 한게 겁나 역겨울뿐",0
다른것도 마찬가지지만 이거는 못 참겠다....ㄱ ㅆㄹㄱ ㄴ,0
아 표정 존나 보기싫어 진짜 ㅋㅌ,0
손발 오그라들게 쩝쩝대면서 무슨 뮤지컬 찍는것마냥 웃는 연기 정말 역겨워,0
진짜 구취가 답이다;;;,0
얘는 막 먹는다 먹는다~ 이걸 억지로 보여주는거 같아서 더 역겨움..먹으면서 억지로 웃는것도 역겹..,0
입안이 커서 저게 가능하구나 더럽다 ㅋㅋ,0
ㄹㅇ 쥴라 기괴하쥬?,0
아니 못 먹겠으면 아...죄송해요 제가 다 못먹을꺼같아요...죄송해요 이렇게 하면될 것이지 사람한테왜 사기를칠가요?  그래서 400만이라는게 지금까지 사기해서 올라온 구독자라서 겁나 기분이💩같네요 유튜브 접었으면 좋겠어요 구취하고요 근데 문복희님 입냄새도 악취(?) 아하 ㅁ..ㅏ..맛있네요.....맛있어요흐흐😓😓이러면서 그랬으면 당장 구취함(수정)깊은깨달음!!!!😳막 음식을 뱉어가주고 살이안찌는거같음!!!ㅇㅈorㄴㅇㅈ,0
이정도면 또라이아닌가 진짜..,0
입만 보여주니 진짜 입이 못생겼네요ㅋㅋㅋ입가리면 엄청 미인이든데 입이ㅜㅜ,0
억지로 먹고 일부러 먹는거 너무 티나서 구역질나는데 이걸 먹방방송으로 호응하던 사람들...재밌어요????,0
턱에보형물..,0
볼땐 몰랐는데 개엮겨워 아니 개도 모잘라 개가 얼마나 착한데,0
편집자들도 고생이겠다ㅋㅋㅋㅋㅋ어휴 딴사람이 먹다 뱉은 음식을 어떻게 볼수가 있을까....역겹다 토나와;;,0
표정 역겹다 진심,0
쟤 볼때마다 존나 웃긴게 아랫니 다 통째로 틀니냐? 입벌리고 쩝쩝대면서 쳐먹을때마다 아랫니가 같이 들썩거림 존나 신기,0
교활하다교활해 뒷광고에 먹뱉까지....시청자가 빙다리핫바지로보이냐그렇게 살지마라 🤬,0
배틀삐야말라쳐묵냐,0
먹뱉 세계 최초 1위 인듯,0
ㅇㄴ ㅋㅋㅋ 해명영상 할거면 애초에 라이브 키고 먹어보든가 씨-ㅡㅡ,0
문복희씨? 아니 문뱉희씨..,0
문복희 이름 할머니인줄,0
맛있는 육회를 뱉다니혹시 추석에도 할머니가 차려주신 밥상에 습관적으로 뱉다가 뒤지게 얻어맞는건 아닐지..,0
징그럽다 입만보니,0
ㅋㅋㅋㅋ 지 혀가 그렇기 맛있나 ㅋㅋㅋ,0
가증스럽네진짜~,0
문복희가아니라 먹뱉희아님?ㅋㅋㅋㅋ,0
아니 저렇게 소리내고 먹으면 뭔가 엄청 더럽지 않음? 나만 그렇게 느껴지나;;; 추접스럽다고해야하나.,0
저 입술ㅇㅣ 토나와. .  왜 인기가 많은건가요?,0
진짜 징하다 징해~까도 까도 끝이없냐ㅋㅋ,0
이제 영영 유투브에서 나오지 말아라. 다신보고싶지않다 넌 끝,0
먹지도 않으면서 이쁜척은ㅋㅋ,0
호구잡았네~~~에헤야디여~~~,0
ㅇㅈ개 띰게 밥먹은데 미치겐넹,0
어후...저...비...비싼 소고기...를....하...문뱉희님 제발 소중한 음식좀 처뱉지 마시고 차라리 저 좀 주시면 안될까요....,0
저런 사기꾼은 감옥 가야지,0
걍 연기자 해라 뱉희야ㅋㅋㅋ존나 잘할듯,0
더러워ㅜㅜ,0
파도파도 끝이 없네요.가식적으로 먹는 모습을 모습을 보니~^에이 퉤퉤퉤.,0
근데 진짜 먹고뱉는 드러운짓을 왜하지 ㅋㅋㅋㅋㅋㅋㅋ 입OFF하면 주작이 시작되었다 이거네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아직도 나오냐 너 !뻔뻔하다,0
와.......문복희 먹뱉 오지네!!,0
뉴미디어 ㅅㅂㄻ,0
범죄두,0
늘리그만 깡패면뭐하누 아메리칸리그에서 쳐발리는데,0
저런볼던지는새끼나 치는새끼나 ㅉ,0
죶같이던지네,0
게임 족같이하넼ㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋ사과티비 못봐서 잼민이 발정났누,0
요즘 사과티비 사과티비하는데 도대체 그게 뭐임 이 씹ㄷ들아 ㅈㄴ 궁금하네,0
농구를 하지ㅉ,0
윾희판을 어디 비비냐 매수 ㅅㄱ,0
윾흭판 보고 배워라,0
쓰레기네,0
쳐도 기분 ㅈ같겠꾼,0
130 정도로 던지다가 50 정도로 던지면 순간 당황해서 빗겨칠 수 있는데야구선수가 공을 보고도 장타를 못치는 게 말이 되냐?저건 투수가 파격적인 투구를 하는 것이 아니라 타자들이 뷰ㅇ신이네,0
"ㅋㅋ 진짜 역겹다 먹튀프레임 씌울땐 언제고 한두번 다시 잘하니까 ""역시 코리안 몬스터"" ㅇㅈㄹ하네 ㅋㅋㅋㅋ 깔꺼면 끝까지 까든가 스스로 안추하냐? 한경기만 보고 먹튀프레임 씌운놈들 부끄러운줄 알아라 꼭 너네같은 놈들이 설리한테 악플단 악플러들 답글창에서 욕하고 다니더라. 너네도 걔네랑 다를바가 없는데 말야 ㅋ. 근데 담경기에 또 첫경기처럼 못하면 이 댓글 답글창에 ""뭐라냐 형민아 먹튀 맡는데 왜 ㅈㄹ이냐 넌 않부끄럽냐?"" 라고 하겠지.(항상 유튜브에서 시비 거는애들 한국 국적이 맞는지 의심스러울 정도로 맞춤법 모름)",0
어휴... 이런거 보다가 ㅈ크보 보면 한숨만 나온다 억대연봉받으면서 설렁설렁.. 군면제경기 할때는 뒤지게 열심히하더만,0
아직도 개크보 보는 얼빠진 애들이 있어?,0
보고 배워라 kbo 니네가 이런 플레이를 못하는건 살찌워서 장타력만 늘릴 생각하고 운동 ㅈ같이 안하니까 그런거다 근력과 그 근력을 순간적으로 폭발시킬수 있는 순발력을 키워라 좀 야구가 솔직히 근지구력이 필요한갓도 아니고 5초이내로 순간적인 힘만 내면 되는건데 그걸 안키워서 맨날 수비도 ㅈ같이 하고 주자들 속도도 ㅈ같고,0
불펜방화로 날아간 승리? 좀 ㅈㄹ 좀하지마라 무슨태도냐 토론토도 승리에 목말라서 열심히 한건데 무슨 제목 선정 꼬라지가 이 따위냐 다들 나 때문에 남들한테 피해준적 없나 3런 홈런 친것도 방화라고 할수있냐?,0
허구연 캐스터가 할날과 해설이 할말의 차이가 먼지 모르냐?너가 아나운서 시험보고 방송국 들어왔냐?먼 기록을 그리 열심히 읽나?글고 쓰읍좀 그만하라니까시청자가 말안듣는 개냐?너가 하고 싶은말이 머든그말은 쓸데 없는 말이니까 딴사람 말 중간에 끊으려고 쓰읍소리 크게 하지마라글고 너가 하는 말중에 영양가 있는 말이나 경기보는데 중요한 말 없으니까천천히 강조하면서 말하지마라영어도 사투리로 하니 말자체가 욕들어먹는 기분이라 오늘처럼 류현진 경기보고 승리라도 날리는 날엔 짜증이 배가된다좀 그만둬라해설도 못하고 캐스터가 할말 뺏어서 하면서 그렇게 빌빌거리면서 돈벌고 즐기고 싶냐?시청자는 호구냐?너가 해설 안하는 류현진경기 돈내고 보라는 상품 나오면 얼마라도 구입할 각이다,0
오지환 못쳐준척 쳐빠개면서 들어가네 원래못치면서,0
좆대호였다면 역동작에서 하품 한번 하고 던져도 아웃 ㅋㅋ,0
와 게비오에서는 아주아주 가끔 나올까말까하는 수비 그것도 오재원이나 김하성 같은 애들아니면 절대 못함 ㅣㅋㅋㅋㅋㅋ오지배는 바로 오줌쌈ㅋㅋㅋ아 이러면 와이프가 고소할려나?,0
와 2:05 저게 사람인가 ㅆㅃㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
마무리투수 니가 인간이냐?,0
진짜 크보는 수준이 그냥 동네 새끼들이 공놀이 하는 거구나,0
솔직히 보는내내 멋있다 벤클도 한국이랑 급이 다르네.... 어후 개폭망 kbl,0
이런게 진짜 벤클이지 ㅈ크보  동네 마실마냥 처나가서 목소리만 크고 펀치 하나 제대로 못날리지 ㅋㅋㅋ그러니 법규형이 크보왔다가 벤클보고 코웃음치지 ㅋㅋㅋ,0
열심히 싸우고 신시에서 버려진 푸이그~짐승처럼 행동하지 말고 인간처럼 행동해라.근데 개버릇 못 고칠듯.,0
강정호가 차키찾는 시늉만해도 푸이그 개쫄아 도망갈거면서 나대노,0
사과티비가 이 정도로 유명했음? 개 듣보잡인줄 알았는데 ㄷㄷ,0
마~! 가스나들도 아니고 냥냥펀치를..  허리춤에 있던 권총으로 빵야 빵야 하면 다시는 절대 안싸움.,0
이건 진짜 T1이 플레이오프 전까지 경기력 숨기는게 분명하다 일부로 ㅈ밥인척해서 방심하게 만들라는거 아니면 말안됨ㄹㅇ ㅈ같이못함,0
슥갈 방빼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
t1 개망했네ㅋㅋ왜이리 못해졌냐,0
아니 ㅋㅋㅋㅋㅋ lpl보다 한타 ㅈ같이 못하면서 우물안 개구리마냥 줄건줘는 왜하는거야 ㅋㅋㅋ 후반 보는 스타일로 계속 하면 설령 롤드컵을 간다해도 초 중 후반 다 t1보다 잘하는 lpl에게 썰릴게 뻔함,0
잘하고 못하고 떠나서 진짜 게임 존나 재미없게 하네 겜할때마다 쳐드러눕네,0
티원팬으로서 오늘은 진짜 역겨웠음.....,0
벌레....ㄴㅈ,0
걍 존나 못함 ㅋㅋ,0
16:13 테디 포지션 깝치더니 팀 망치네 ㅋㅋㅋ ㅉㅉ,0
리얼 슼은 고점도 별로 안높은데 상성 만나서 저점 찍을때는 저점 존 나게 낮음리얼 롤드컵 생각하면 슼에는 미래가 없음담원 drx 젠지 3인 롤드컵 가자 ㅋㅋㅋ리얼 올해는 t1 낄자리 없게 하자 ㅠㅠㅠ 리얼 개극혐 ㅈ밥 1557,0
다음부턴 우린 콜안해요 마음이맞아서 이지랄떨지말고 거만한모습좀없애라 리얼 인터뷰하는데 짝다리짚고 표정썩창나가지고 ㅋㅋㅋ 인성수준드러나죠,0
^^ㅣ발 눕지 말라고,0
오늘 오브젝트 다 뺏기고(바텀주도권이있는데도) 바론때 튀는 것보고 진짜 너무 역겹더라LCK에서나 먹히는 그 운영법 고칠생각 없는 것 같은데T1은 제발 롤드컵안갔으면 좋겠다 차라리 담원이나 DRX한테 작은희망이라도 걸어본다,0
2020통합 최악의 경기였음,0
"티원팬으로 쉴드치기 힘든 역대급 쓰레기 경기력. 이런 경기력으로 플옵? 롤드컵 진출? 진짜 어불성설이라고 본다. DRX 담원한테 질때만 해도 충분히 이길 수 있다고 생각했지만 이제는 진짜 내려놓으려함. 결과가 나오지 않더라도 변화하려는 모습을 못 보여준다면 순간 강팀은 될 수 있어도 유지력 있는 강팀은 될 수 없으리라 보기 때문에. 오늘이 꼭 발전의 계기가 되기를 바라고 그럴 수 없다면 뭐, 내가 딴 팀 가야지..",0
노잼슼 진짜 정신좀 차려라,0
개노잼딱대,0
최악의 경기력. Lck의 표본,0
티원 개못하누 ㅋㅋㅋㅋㅋㅋ 이번 시즌 스프링 우승 팀이 이제 막 1부 올라온 팀한테 지냐 ㅋㅋㅋ 롤드컵 우승은 개뿔 8강도 기적이다,0
정 떨어지는 경기력.,0
T1 경기력은 그야말로 노잼에 속이 다 답답해져 오는 경기다 이런경기할거면  그냥 초반에 싸워서 끝장보는게 낫지 재미없는 경기 보는 팬은 뭐가 되냐 프로의식 0%(팬으로 너무 답답했다),0
진짜 한편으로 개꼬시다 ㅋㅋㅋ언제까지 처드러눕는스타일로 상위권유지할거라 생각했는지.팬들 1도생각안하고 어떻게든 승리만하겠다 작정한팀 ㅋㅋ아무리 방패 스타일고수해도 어느정도라야지 이게 무슨 상위권팀플레이냐진짜 개꼬숩다,0
이정도면 슥갈들도 거르겠다,0
T1은 글러머것어 그냥 저런수준의 팀은 평생 LCK에서 평타치다가 머물 팀임,0
진짜 경기 존나 재미없게한다,0
또또 드러 쳐 눕기만 하네,0
역대급으로 최악이엿다 느그슥...진짜 옛날 CJ 간디메타보는줄알앗다Lpl 봣나니들은? 에스크 30분도안되서 70킬씩나오는데 뭐해보지도모하고 개쳐발리는거보고 너무 아니랫음..진짜 롤드컵가서 개망신받을빠에야걍 다른팀들한테양보해라 후반의 에스크 옛날얘기니까 정신차리고 김정수 ig때햇던거처럼 쌔게좀 가라 아오 ㅡㅡ ㅈ노잼임,0
경기 노잼이라는것들 본거맞음??? 솔직히 아펠혼자 1ㄷ5하는거 ㅈㄴ재밌었는데 마지막으로 t1ㅈ발린게 꿀잼요소지^^,0
ㅋㅋㅋㅋㅋㅋㅋ 쳐누우면 져야지 진짜 속이 시원하네,0
ㅋㅋㅋㅋㅋ 쵸비하는 경기보면 그냥 이기적인 성격 나오던데? 아칼리로 한타때 뭐했는데? 그리핀은 교전중 콜도 안한다며? 감독이 그러더라 ㅋ 쵸비는 지 kda랑 자기한테 켜지는 스포트라이트만 기대하지 2세트 리산드라도 그냥 자기가 뭐좀 자르고 이러면 스포트라이트 받나? 싶어서 막들어가서 던지는게 빤히보이는데 그리고 1세트 아칼리로 시간끄는거 잘한다 어그로 잘끌었다 이랬는데 아칼리 챔프가 원래 그렇게 하라고 만든거고 스킬구성이 그렇게 하기좋아..그런데 이런 어그로를 쵸비말고 다른 프로선수는 못하는줄알아? 엌ㅋㅋㅋㅋ무뇌입증,0
진짜 이거 이겼으면 진심으로 쌍욕박았다 아직도 이렇게 드러눕는게 말이되냨ㅋㅋ,0
진짜 존나 재미없다 잘하면 모를까 ㅋㅋ 경기력이든 재미든 둘 중 하나는 챙겨야지 이건 뭐;,0
그 미드가 있는 한 영원한 발전은 없는 팀,0
아아 맛탱이 갔구나....,0
진짜 개노잼 구라 하나도 안 치고 보다가 잤음,0
역시 t1경기는 노잼이야,0
페이커형 이제 그만 프로를 떠나자,0
t1개못하네,0
정글 뭐지 존나 못하네 티원,0
드르렁~~ ^불좀꺼줄래?^ 다줘 다줘 옵젝도줘 용도줘 바론도줘 ㅋㅋㅋ 게임도줘,0
그리핀 경기넘어갈수록 뇌절하네,0
오늘 최장기간 기록 세운것도 티원... 깨진 기록도 티원이 세운것.. 말다했지 뭐 쳐눕티원ㅋㅋㅋㅋㅋㅋㅋ,0
그냥 답답했고 재미도 없었다,0
노잼슼 참교육해준 drx dwg dyn 든든하다,0
올해 최악의 경기,0
그 찐따같던... T1이네 ㅠㅠㅠㅠㅠ티원 팬으로써 너무 한숨만 나오는 경기력...,0
아니 ㅋㅋㅋㅋ 어차피 후반가서 줘터질거 그냥 초반에라도 줄건줘하지말고 일단 해보자는 말인드로 해야지 ㅋㅋㅋ 티원은 그냥 답이 없음. 요새 매타에서 쫄보마인드 드러눕는 식으로 하면 중국애들이 그냥 줮바르지 이젠 국내에서도 안통함,0
슼은 진짜 침대게임에서 질식게임까지 수준 올리려나보다 이번시즌 콜업한 신생팀한테도 누워버리네ㅋㅋ 근데 선풍기틀고 자버렸나?ㅋㅋ,0
데파아리 시절부터 슼 경기 봐온8년차 되가는 팬인데진짜 겜 거지같이했음진짜로 겜 보는데 화나고 욕나오는 게임은 처음임한타 보고 혹시나 했는데이따구로 플레이하는데 다이나믹스가 지면슼도 안바뀌고 다이나믹스도 억울할거같아서진짜 처음으로 슼 지는거 바랬다진짜 좀 이따구로 겜하지 말자이따구로 할거면 걍 선발전도 못나가게 서킷포인트 회수해라,0
진짜 고구마를 너무처먹어서 더 넣을곳도 없다 휴,0
페이커 : 노잼,0
지금 한 3년동안 누워서 겜 하는데 국내에사만 통하지 결국 국제대회에서 안통하는거 누구나 다 아는데 왜 아직까지 저렇게  하냐 보는입장도 재미없음,0
이딴 경기력 보면서도 그 팬들은 쉴드 존나치네 ㅋㅋ,0
조이만 뜨면 발리는거 같은데 못쓸거면 죽여라 그냥,0
신드라가 살면 신드라를 잡고세트가 살면 세트를 잡고오공이 살면 오공좀 ㅆ바ㄹ좀 잡읍시다!!!!!!!!!!!T1은 티어정리 안해요? 언제까지 드러누울껍니까? 이따위로 하루죙일 정글만 처먹고 커버다니느라 바쁘니까 자연스럽게 정글러들 폼이 떨어지잖아여ㅡㆍ  ㅡ,0
스크 졌누ㅋㅋ 기분 너무 좋구~~~,0
하는 꼬라지 보니까 이제 한국은 롤드컵 우승은 절대 못하겠다,0
진짜 t1팬들 징하다 ㅋㅋ 1경기랑 2.3경기 조회수차이보소 이런 눕는팀 대체 왜 응원하는거냐 ㅋㅋㅋ,0
해설도 t1 얼마나 싫겠냐 ㅋㅋ 좀만 싫은소리하면 까내리고 메일보내고 걍 t1좋아하는 사람은 자칭 클린팬문화 팬 말고 없다,0
4:05 꼬부심,0
저사람들 햄버거를마니먹어서 금방흥분하는건가요~^^?,0
벤클이 이정도는되야 벤클이지 잦크보처럼 누가뜯어말려주길 기다리면서 입으로만 하는벤클보다 훨씬보기좋네,0
오늘은 푸이그라 한 접시 해야것다맛도없는게 왜그리 바싸노 푸아노므시끼,0
미국을 비롯한 서구 국가들은 소수의 훌륭한 리더들이 없었다면 벌써 무너졌을 나라.. 바이러스 조금 퍼지기 시작하니까 사재기에 절도가 횡행하고 인종차별을 서슴치않는.. 물론 중국보단 훨씬 낫지만.,0
푸이그 개럿 ㅆㅂㅋㅋㄲㅋㅋㅋ,0
저사람 게이야동찍은거 스캔들터져서 은퇴함,0
그놈의 사과티비 때문에 내거기 닳고 닳아서 없어지겠네,0
님들아 내가 야구 1도 모르는데 이런거 너무 좋아서 원본영상 봤는뎈ㅋㅋㅋㅋㅋ애들이 빨강색 감독 말리는데 감독 꼬툭튀 되어있다니깤ㅋㅋㅋㅋㅋㅋㅋ하시밬ㅋㅋㅋㅋㅋㅋ취향 개특이하네 ㄹㅇㅋㅋㅋㅋㅋㅋㅋ,0
Kbo같은 수준낮은 유사리그 보다가 메이저리그 보니까 최고다,0
승이야 주변에서 안도와주면 아무리 잘해도디그롬처럼 10승도 못해도 사이영상 받는거고 한국선수중 최초로 fa먹튀소리 듣지말고지금처럼만 하자,0
3:13ㅈㄹ해 양의지?ㅋㅋㅋㅋ,0
이야 이게 야구지 눈호강 지렸구요 크보는 ㅈ잡고 반성 좀 하자 저거 크보였으면 99.99%다 안타,0
와 영상편집이 이렇게 중요하구나... 예고편 보니 뒤에 똑같은거 누가 보고 싶을까 글고 자꾸 인위적인 소리 넣은 것도 엄청 거슬려서 보기 싫어짐,0
KBO는 음. 망했다.,0
개비오에서는 안나올 수비,0
갑자기 kbo 수비 생각하니깐 개빡치네,0
믈브에는 돼지가 없네,0
아무리 그래도 약쟁이는 싫다,0
오늘 구심 개판이더라,0
진짜 배고파서 굶는사람한테 장난치나....ㅜㅜ뭐하는거야;;왜 씹은걸 뱉어 더럽게;;음식 낭비 오지네 진짜;;,0
음식넣고 웃을때마다 공포스러움,0
차라리 먹뱉보다 뚱뚱해져서 먹는게 낫겠다맛있는 녀석들 프로그램처럼,0
저걸 왜 처 뱉는겨,0
문복희 망해라냥!!!!,0
진짜 씹는소리 너무 드러운데 저게 뭐가 좋다고 다들 보는거지...,0
입안에 씹는 기계가있나ㅋㅋ무서워서 먹방보겠나 뒷통수 너무 쎄게맞아서 무섭네 전엔 업로드 되는거 매번 보면서 좋아했는데.. 정말밉다 저 먹는모습,0
씹을때 인중 진짜.. 어휴,0
좋아하지도 않는 음식 맛있게 먹는  연기하느라 고생했겠네 먹고 맛있어하는 표정 볼때마다 더 싫어ㅎㅎ,0
얘는 먼가 인위적임..,0
문복희가 이거보고 아 시(여기까지)월월!망했네 이러겠닼ㅋㅋㅋ,0
육회 맛있겠다 저걸 왜 버림 지옥 가서 다 비벼 먹어라,0
얼마나 먹기싫었으면 ㅉㅉ,0
저쥬댕이는 멀먹던 유지력짱이네..도색한건가;;;,0
지 기량껏 처먹어야지 영상 만들겠다고 주작하고 있네,0
알고보니 재수없게 보이네.,0
페이커는 항상 범인이네,0
하 그냥 해외에 나가서 다른팀 가있는 도인비나 김군같은 우리나라 선수들 싹다 입국금지시키고 매국노로 낙인찍어야됨; 빅토르안은 제외.,0
케리아 진짜 너무 못하네ㅋㅋ 저거좀빼라,0
씨맥 돈받음??밴픽 돈받은거 너무 티나네,0
그나마 남아있던 롤강국자위도 못하겠노,0
